,Title,Unnamed: 1,GMD,Unnamed: 3,Unnamed: 4,Unnamed: 5,Publisher,Unnamed: 7,Unnamed: 8,Type of book,Call #,?,Publishing city,Call #.1,?.1,?.2,?.3,Author,Category,Item
395,Ayam Penyayang Anak,Anak,Text,,,,Bestari Kids,2010,,Seri Hewan Pemberani,813,,Jakarta,813,,,,<Bambang Joko Susilo >,<Cerita Anak>,<T704145>
396,Ayo Berkebun,ebun,Text,,,,Gramedia Pustaka Utama,2008,,Disney Winnie The Pooh Mewarnai,153.5,,Jakarta,153.5,,,,<Tim Elex>,<Aktivitas Anak>,<T700473>
397,Ayo Bilang Terima Kasih,asih,Text,,,,Gramedia Pustaka Utama,2007,,Good Habit,813,,Jakarta,813,,,,<Och><One>,<Cerita Anak>,<T700995><T700996><T700997><T700998><T700999>
402,Ayo Bilang Tolong,long,Text,,,,Gramedia Pustaka Utama,2007,,Good Habit,813,,Jakarta,813,,,,<Och><One>,<Cerita Anak>,<T701000><T701001><T701002><T701003><T701004>
407,"Ayo Cepat, franklin",klin,Text,,,,Kanisius,,,Franklin,823,,,823,,,,<Paulette Bourgeois>,<Cerita Anak>,<T700087>
408,"Ayo Cepet, Franklin",klin,Text,,,,Kanisius,,,Franklin,823,,Yogyakarta,823,,,,<Paulette Bourgeois>,<Cerita Anak>,<T702703>
409,Ayo Lindungi Bumi Kita,Kita,Text,,,,Bhuana Ilmu Populer,2010,,Ensiklopedia Pertamaku,30,,Jakarta,30,,,,<Emilie Beaumont >,<Pengetahuan Dewasa>,<T704129>
410,"Ayo, Belajar Mengaji !",ji !,Text,,,,Tiga Serangkai,2008,,Aku Anak Muslim,813,,Solo,813,,,,<Ali Muakhir>,<Cerita Anak>,<T701400>
411,"Ayo, Belajar Mengaji!",aji!,Text,,,,Tiga Serangkai,2008,,Aku Anak Muslim,813,,Solo,813,,,,<Ali Muakhir>,<Cerita Anak>,<T702698>
412,"Ayo, Bermain Ke  Rumah Barney !",ey !,Text,,,,Tiga Serangkai,-,,Barney,,,Solo,,,,,<Stephen White >,<Cerita Anak>,<T704952>
413,"Ayo, Bermain ke Rumah Barney!",ney!,Text,,,,Tiga Serangkai,,,Barney,823,,Solo,823,,,,<Stephen White>,<Cerita Anak>,<T702513>
414,"Ayo, Hidup Sehat ",hat ,Text,,,,Bhuana Ilmu Populer,2010,,Ensiklopedia Pertamaku,30,,Jakarta,30,,,,<Emilie Beaumont >,<Pengetahuan Dewasa>,<T704127>
415,Baby Animals ( Mengenal Bayi Binatang  ),g  ),Text,,,,PT. Buana Ilmu Populer,2009,,I Love,,,Jakarta,,,,,<Safran Yusri>,<Pengetahuan Anak>,<T704942>
416,Bacalah Sendiri Buku Ceritamu,tamu,Text,,,,Gramedia Pustaka Utama,1994,,Disney's,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T704568>
417,Bach,Bach,Text,,,,Quality Press,,,Seri Anak-anak Terkenal Dunia,927,,,927,,,,<Ann Rachlin><Susan Hellard>,<Pengetahuan Anak>,<T700209><T701678>
419,Badai,adai,Text,,,,Quality Press,,,Memahami Tentang Lingkungan,904,,,904,,,,<Jenny Wood>,<Pengetahuan Anak>,<T700259>
420,Badai Yang Sangat Besar,esar,Text,,,,Arkola,,,Strawberry Shortcake,823,,,823,,,,<Monique Z Stephen >,<Cerita Anak>,<T703649>
421,Badak,adak,Text,,,,Quality Press,,,Memahami Tentang Satwa,599,,,599,,,,<Lucky Baker>,<Pengetahuan Anak>,<T700249>
422,Badak,adak,Text,,,,Elex Media Kumputindo,2007,,Hewan Terancam Punah,599,,Jakarta,599,,,,<Helen Orme>,<Pengetahuan Anak>,<T701446>
423,Badak,adak,Text,,,,Elex Media Komputindo,2007,,Hewan Terancam Punah,599,,Jakarta,599,,,,<Helen Orme>,<Pengetahuan Anak>,<T702791><T704835>
425,Badak Berbulu Wool,Wool,Text,,,,Lucky Publishers,,,Fakta Mengenai Dinosaurus,567,,,567,,,,<Alexander Sindoro>,<Pengetahuan Anak>,<T700188>
426,Badi Bercula Emas,Emas,Text,,,,Bestari Kids,2008,,Fabel Nusantara,813,,Jakarta,813,,,,<Koko Nata>,<Cerita Anak>,<T702493>
427,Badi Bercula Emas,Emas,Text,,,,Bestari Kids,2008,,Fabel Nusantara Banten,398.5,,Jakarta,398.5,,,,<Koko Nata >,<Cerita Anak>,<T703439>
428,Bagaimana Bercakap- cakap dengan Anak Kecil,ecil,Text,,,,Yayasan Kalam Hidup,1999,,Buku Rohani,248,,Bandung,248,,,,<Rachel Iversen>,<Buku Rohani>,<T702864>
429,Bagaimana Bertahan dalam Panggilan Tinggi Anda dan Tidak Keluar,luar,Text,,,,Metanoia,2001,,Buku Rohani,241,,Jakarta,241,,,,<Roberts Liardon >,<Buku Rohani>,<T703875>
430,Bagaimana Cara Bakau Bertahan Hidup di Air Asin ?,in ?,Text,,,,Armandelta Selaras,2008,,Dongeng Sains,507,,,507,,,,<Anna Martina>,<Pengetahuan Anak>,<T702965>
431,Bagaimana Cara Bakau Bertahan Hidup di Air Asin ?,in ?,Text,,,,Armandelta Selaras,2008,,Dongeng Sains,507,,,507,,,,<Anna Martina>,<Pengetahuan Anak>,<T702966>
432,Bagaimana Cara menghambat Perkaratan pada Besi?,esi?,Text,,,,Armandelta Selaras,2008,,Dongeng Sains,507,,,507,,,,<Anna Martina>,<Pengetahuan Anak>,<T702963>
433,Bagaimana Mencari Kawan dan Mempengaruhi Orang Lain,Lain,Text,,,,Binarupa Aksara,,,Pengembangan Diri,153.8,,Jakarta,153.8,,,,<Dale Carnegie >,<Umum>,<T703839>
434,Bahan,ahan,Text,,,,Interaksara,,,Sains Melalui Seni,704.94,,,704.94,,,,<Andrew Charman>,<Pengetahuan Anak>,<T700239>
435,Bahasa Jepang hanya 1 Hari,Hari,Text,,,,Apollo,,,Conversations,495.6,,Surabaya,495.6,,,,<Yan Tirtibisono >,<Kamus>,<T703817>
436,Bahasa Jerman Perjalanan dan Pariwisata,sata,Text,,,,Buanatama,2004,,Conversations,438,,Jakarta,438,,,,<Yudy Effendy >,<Kamus>,<T703815>
437,Bahaya Hiu Kuning,ning,Text,,,,Aya Media Pustaka,1988,,Snorky,741.3,,Jakarta,741.3,,,,<Franco Oneta >,<Cerita Anak>,<T703219>
438,Baik atau Burukkah Perbuatanku?,nku?,Text,,,,Kanisius,ke-12,,Elf-help Books,813,,Yogyakarta,813,,,,<Lisa O. Engelhardt>,<Cerita Anak>,<T700444>
439,Baik Hati,Hati,Text,,,,Karisma Publishing Group,2008,,Seri Pembinaan Karakter,153.9,,Tangerang,153.9,,,,<Sulaiman Zakaria/Azizan Ahmad>,<Cerita Anak>,<T701699>
440,Baju Baru Kaisar,isar,Text,,,,Elex Media Komputindo,2009,,Dongeng Klasik,823,,Jakarta,823,,,,<Endar W>,<Cerita Anak>,<T702662>
441,Baju Baru Kaisar,isar,Text,,,,Bhuana Ilmu Populer,2009,,Dongeng Animasi,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T704167>
442,Baju Baru Sang Raja,Raja,Text,,,,Quality Press,,,Seri Tarantula,823,,,823,,,,<Judy Hamilton>,<Cerita Anak>,<T700306>
443,Baju Hangat Barney,rney,Text,,,,Tiga Serangkai,,,Barney,823,,Solo,823,,,,<Nancy Parent >,<Cerita Anak>,<T704376>
444,Baju-baju Barney,rney,Text,,,,Tiga Serangkai,,,Barney,823,,Solo,823,,,,<Nancy Parent>,<Cerita Anak>,<T702509>
445,Bakat Jo si Zebra,ebra,Text,,,,Erlanggan Four Kids,2009,,Pengembangan Diri,,,Jakarta,,,,,<Russell Julian >,<Cerita Anak>,<T704992>
446,Bakpao,kpao,Text,,,,Gramedia Pustaka Utama,2007,,Easy Cooking,641.5,,Jakarta,641.5,,,,<Mary Winata>,<Masak-kue>,<T703956>
447,Balapan Travis dan Scoop,coop,Text,,,,PT. Buana Ilmu Populer,2010,,Bob the Builder,,,Jakarta,,,,,<Sheilla Karmelita>,<Cerita Anak>,<T704945>
448,Balas Budi Burung Bangau,ngau,Text,,,,Elex Media Komputindo,1997,,Buku Dongeng Anak-Anak Bergambar,895.6,,Jakarta,895.6,,,,<Shogo Hirata>,<Cerita Anak>,<T701852>
449,Balas Budi Semut Merah,erah,Text,,,,Elex Media Komputindo,2005,,Elex Kidz,813,,Jakarta,813,,,,<Danik Jati>,<Cerita Anak>,<T701898>
450,Bali Favorit,orit,Text,,,,Gaya Favorit Press,2009,,Seri Masak Femina Primarasa,641.509,,Jakarta,641.509,,,,<Tim Penulis >,<Masak-makanan>,<T703511>
451,Balu Ular dan Kulit Baru,Baru,Text,,,,Bestari Kids,2008,,Pengetahuan Anak,597.9,,Jakarta,597.9,,,,<Purnama>,<Cerita Anak>,<T702202>
452,Bambi,ambi,Text,,,,Gramedia Pustaka Utama,2003,,Seri Pustaka Kecil,823,,Jakarta,823,,,,<Felix Salten>,<Cerita Anak>,<T701942>
453,Bambi,ambi,Text,,,,Gramedia Pustaka Utama,2007,,Seri Pustaka Kecil Edisi Bhs Inggris,823,,Jakarta,823,,,,<Felix Salten >,<Cerita Anak>,<T702111>
454,Bambi,ambi,Text,,,,Gramedia Pustaka Utama,2010,,Disney (The Magical Story),823,,Jakarta,823,,,,<Dini Pandia >,<Cerita Anak>,<T704421>
455,Bambi's Game (Permainan Bambi),mbi),Text,,,,Gramedia Pustaka Utama,2007,,Seri Pustaka Awal,823,,Jakarta,823,,,,<Joan Phillips >,<Cerita Anak>,<T702124>
456,Bandar Udara,dara,Text,,,,Quality Press,1998,,Lift Off,387.7,,Jakarta,387.7,,,,<Joy Richardson>,<Pengetahuan Anak>,<T700228><T701663>
458,Bandara,dara,Text,,,,Bestari Kids,2008,,Seri Aku Anak Mandiri,387.7,,Jakarta,387.7,,,,<Rasyid Akbar >,<Cerita Anak>,<T703597><T703822>
460,Bangau Samurai,urai,Text,,,,Bestari Kids,2009,,Seri Fabel Mancanegara,398.5,,Jakarta,398.5,,,,<Koko Nata>< Sugeng Supriadi>,<Cerita Anak>,<T703428>
461,Bangau Samurai,urai,Text,,,,Bestari Kids,2009,,Seri Fabel Mancanegara,813,,Jakarta,813,,,,<Koko Nata>< Sugeng Supriadi >,<Cerita Anak>,<T703587>
462,Bangau Si Kaki Panjang,jang,Text,,,,Bestari Kids,2010,,Seri Hewan Pemberani,813,,Jakarta,813,,,,<Bambang Joko Susilo >,<Cerita Anak>,<T704142>
463,Bangau yang Licik,icik,Text,,,,Elex Media Komputindo,2005,,Elex Kidz,813,,Jakarta,813,,,,<Danik Jati>,<Cerita Anak>,<T701900>
464,Bangau yang Licik,icik,Text,,,,Resta Publisher,,,Buku Cerita Anak Indonesia,813,,,813,,,,<Emha Yudistira >,<Cerita Anak>,<T703266>
465,Bangsa Romawi,mawi,Text,,,,Interaksara,2000,,Spotlights,340.5,,Batam,340.5,,,,<John Haywood>,<Pengetahuan Anak>,<T700275>
466,Bangsa Yunani Kuno,Kuno,Text,,,,Interaksara,,,Spotlights,914.495,,,914.495,,,,<Charles Freeman>,<Pengetahuan Anak>,<T700276>
467,Bangunan,unan,Text,,,,Quality Press,,,Ternyata Bisa,624,,,624,,,,<David Glover>,<Pengetahuan Anak>,<T700269>
468,Bangunan Besar dari Zaman Modern,dern,Text,,,,Quality Press,2002,,Buku Bergambar Sinar,690,,Jakarta,690,,,,<Joanne Jessop >,<Pengetahuan Anak>,<T704257>
469,Banjir dan Kekeringan,ngan,Text,,,,Tiga Serangkai,2009,,Benua dan Fenomena Alam,904,,Solo,904,,,,<Clive Gifford >,<Pengetahuan Anak>,<T703741>
470,Barack Obama Of THEE I SING a letter to My Daughters,ters,Text,,,,PT. Gramedia Pustaka Utama,2011,,,12,,Jakarta,12,,,,<Loren Long>,<Umum>,<T704751>
471,Barang Temuan Franklin,klin,Text,,,,Kanisius,,,Franklin,823,,,823,,,,<Paulette Bourgeois>,<Cerita Anak>,<T700090>
472,Barang Temuan Franklin,klin,Text,,,,Kanisius,,,Franklin,823,,Yogyakarta,823,,,,<Paulette Bourgeois>,<Cerita Anak>,<T702704><T701359>
474,Barbie and the Pauper,uper,Text,,,,Gramedia Pustaka Utama,2005,,Barbie,823,,Jakarta,823,,,,<Mary Man-Kong >,<Cerita Anak>,<T704562>
475,Barbie and the Three Musketeers,eers,Text,,,,Gramedia Pustaka Utama,2009,,Seri Pustaka Awal,823,,Jakarta,823,,,,<Mary Man-Kong >,<Cerita Anak>,<T704540>
476,Barbie as Rapunzel,nzel,Text,,,,Gramedia Pustaka Utama,2007,,Barbie,823,,Jakarta,823,,,,<Cliff Ruby >,<Cerita Anak>,<T704563>
477,Barbie Fairytopia,opia,Text,,,,Gramedia Pustaka Utama,2005,,Barbie,823,,Jakarta,823,,,,<Mary Man-Kong >,<Cerita Anak>,<T704560>
478,Barbie Loves Pets (Barbie suka Binatang Peliharaan),aan),Text,,,,Gramedia Pustaka Utama,2009,,Barbie,823,,Jakarta,823,,,,<Rebecca Frazer >,<Cerita Anak>,<T704439>
479,Barbie Mariposa,posa,Text,,,,Gramedia Pustaka Utama,2008,,Seri Pustaka Awal,823,,Jakarta,823,,,,<Christy Webster>,<Cerita Anak>,<T702499>
480,Barbie Mariposa,posa,Text,,,,Gramedia Pustaka Utama,2008,,Seri Pustaka Awal,823,,Jakarta,823,,,,<Christy Webster >,<Cerita Anak>,<T704543>
481,Baru Kelinting,ting,Text,,,,Elex Media Komputindo,1997,,Cerita Asli Indonesia,813,,Jakarta,813,,,,<Tim Penulis  >,<Cerita Anak>,<T703246>
482,Batik,atik,Text,,,,Elex Media Komputindo,2007,,Seri Pusata Nusantara,746.6,,Jakarta,746.6,,,,<Aylawati Sarwono>,<Pengetahuan Anak>,<T700508>
483,Batik,atik,Text,,,,Elex Media Komputindo,2007,,Seri Pustaka Nusantara,746.6,,Jakarta,746.6,,,,<Aylawati Sarwono>,<Pengetahuan Anak>,<T702805>
484,Batman dan Mr. Freeze,eeze,Text,,,,Gramedia Pustaka Utama,1999,,The Adventure of Batman & Robin,823,,Jakarta,823,,,,<Geary Gravel >,<Cerita Anak>,<T703202>
485,Batman dan Mr. Freeze,eeze,Text,,,,Gramedia Pustaka Utama,1999,,Batman & Robin,823,,Jakarta,823,,,,<Geary Gravel >,<Cerita Anak>,<T704589><T701594>
487,Batu Misteri,teri,Text,,,,Elex Media Komputindo,2006,,Elex Kidz,813,,Jakarta,813,,,,<Imam KR Moncol>,<Cerita Anak>,<T701904>
488,Batuan & Mineral,eral,Text,,,,Quality Press,,,Segala Cara Untuk Mengamati,549,,,549,,,,<Jane Walker>,<Pengetahuan Anak>,<T700196>
489,Batuan & Mineral,eral,Text,,,,Interaksara,2000,,Spotlights,549,,Batam,549,,,,<Neil Curtis>,<Pengetahuan Anak>,<T700274>
490,Batuan dan Mineral,eral,Text,,,,Widyadara,1979,,Pustaka Pengetahuan Modern,549,,Jakarta,549,,,,<Robin Kerrod >,<Pengetahuan Dewasa>,<T703403>
491,Bawang Putih Yang Sabar,abar,Text,,,,Serambi Ilmu Semesta,,,Little Serambi - The Best Cerita Rakyat,398.2,,,398.2,,,,<Ali Muakhir>,<Cerita Anak>,<T700057>
492,Bawang Putih Yang Sabar,abar,Text,,,,Serambi Ilmu Semesta,,,Little Serambi - The Best Cerita Rakyat,398.2,,,398.2,,,,<Ali Muakhir>,<Cerita Anak>,<T704731><T701351><T702726>
495,Bayi Asterix,erix,Text,,,,Pustaka Sinar Harapan,2002,,Kisah Petualangan Asterix,843,,Jakarta,843,,,,<R. Goscinny _ A. Uderzo>,<Komik Bergambar>,<T700933>
496,Bayi Bintang,tang,Text,,,,Quality Press,,,Tanya & Jawab Mengenai,590,,,590,,,,<Alexander Sindoro>,<Pengetahuan Anak>,<T700091>
497,Bayi Brontosaurus,urus,Text,,,,Gramedia Pustaka Utama,1995,,Seri Ayo Membaca,567,,Jakarta,567,,,,<Beth Spanjian>,<Cerita Anak>,<T702047>
498,Bayi Paus,Paus,Text,,,,Gramedia Pustaka Utama,2003,,The Powerpuff Girls,823,,Jakarta,823,,,,<Laura Dower >,<Cerita Anak>,<T703262>
499,Bayi Smurf,murf,Text,,,,Aya Media Pustaka,2001,,Kisah Smurf,823,,Jakarta,823,,,,<Peyo >,<Komik Bergambar>,<T703275>
500,Be Yourself!,elf!,Text,,,,Elex Media Komputindo,1997,,Komik,741.3,,Jakarta,741.3,,,,<Yayoi Nakano >,<Komik Bergambar>,<T704039>
501,"Beach, Here I Come!",ome!,Text,,,,Elex Media Komputindo,,,Alyssa's Trip,813,,Jakarta,813,,,,<Arleen Amidjaja>,<Cerita Anak>,<T701019><T701020><T701021><T701022><T701023>
506,Bears ( Mengenal Beruang ),ng ),Text,,,,PT. Buana Ilmu Populer,2009,,I Love,,,Jakarta,,,,,<Safran Yusri>,<Pengetahuan Anak>,<T704937>
507,Beauty and the Beast,east,Text,,,,Pelangi Sdn. Bhd.,,,Pelangi's Little Book Series,823,,Malaysia,823,,,,<Nuora Edibimbi>,<Cerita Anak>,<T701947>
508,Bebe Lebah Pemberani,rani,Text,,,,Bestari Kids,2004,,Fabel Nusantara Sumbawa,398.5,,Jakarta,398.5,,,,<Khalisa S >,<Cerita Anak>,<T703440>
509,Become a Better You, You,Text,,,,Immanuel Publishing House,2008,,Buku Rohani,238,,Jakarta,238,,,,<Joel Osteen>,<Buku Rohani>,<T701556>
510,Beda Cowok & Cewek Yang Wajib Kamu Tahu,Tahu,Text,,,,Cakrawala,2008,,Umum - Dewasa,153.4,,Yogyakarta,153.4,,,,<Hatake Mendatu>,<Pengetahuan Dewasa>,<T701073><T701074><T701075>
513,Beethoven,oven,Text,,,,Quality Press,,,Seri Anak-anak Terkenal Dunia,927,,,927,,,,<Ann Rachlin><Susan Hellard>,<Pengetahuan Anak>,<T700210>
514,Before The Fall,Fall,Text,,,,Gramedia Pustaka Utama,2007,,Disney Enchanted,813,,Jakarta,813,,,,<Ramayanti>,<Cerita Anak>,<T700468><T701356>
516,Bekantan,ntan,Text,,,,Elex Media Komputindo,2009,,Animal Survival,599,,Jakarta,599,,,,<Koen Setyawan>,<Cerita Anak>,<T703093>
517,Bel Penyelamat,amat,Text,,,,Quality Press,,,Rangkaian Kisah Christopher,823,,Jakarta,823,,,,<Barbara Davoll>,<Cerita Anak>,<T701599>
518,Belajar Bahasa Inggris untuk Anak-anak 1,ak 1,Text,,,,Interaksara,2000,,Seri Buku Belajar Sambil Mewarnai,372.6,,Batam,372.6,,,,<Widjaja Kusuma>,<Aktivitas Anak>,<T701640>
519,Belajar Bahasa Inggris untuk Anak-anak 2,ak 2,Text,,,,Interaksara,2000,,Seri Buku Belajar Sambil Mewarnai,823,,Batam,823,,,,<Widjaja Kusuma>,<Aktivitas Anak>,<T701641>
520,Belajar Berbelanja Bersama Noddy,oddy,Text,,,,Gramedia Pustaka Utama,1965,,Noddy,153.1,,Jakarta,153.1,,,,<Enid Blyton>,<Cerita Anak>,<T701984>
521,Belajar Berhitung di Pabrik Mainan,inan,Text,,,,Tiga Serangkai,,,Barney,823,,Solo,823,,,,<Mark S. Bernthal>,<Cerita Anak>,<T702505>
522,Belajar Bermain Keyboard,oard,Text,,,,Kawan Pustaka,2010,,Teknik Tercepat,784.1,,Jakarta,784.1,,,,<Thursan(a) Hakim >,<Umum>,<T704242>
523,"Belajar Cepat Membaca, Menulis & Mewarnai ",nai ,Text,,,,Wahyu Media,2009,,Kreativitas,372.6,,Jakarta,372.6,,,,<W S Pribadie >,<Aktivitas Anak>,<T703324>
524,Belajar jadi Ilmuwan Cilik,ilik,Text,,,,,,,Nestle Dancow,155.4,,,155.4,,,,<Tim Penulis>,<Cerita Anak>,<T702887>
525,Belajar Menggambar untuk SD Kls 1,ls 1,Text,,,,Erlangga,2006,,Belajar Menggambar,153.3,,Jakarta,153.3,,,,<Himawan >,<Aktivitas - Umum>,<T704591>
526,Belajar Menulis 1,is 1,Text,,,,Interaksara,2000,,Seri Buku Belajar Sambil Mewarnai,372.6,,Batam,372.6,,,,<Widjaja Kusuma>,<Aktivitas Anak>,<T701635>
527,Belajar Menulis 2,is 2,Text,,,,Interaksara,2000,,Seri Buku Belajar Sambil Mewarnai,372.6,,Batam,372.6,,,,<Widjaja Kusuma>,<Aktivitas Anak>,<T701636>
528,Belajar Menulis 4,is 4,Text,,,,Interaksara,2000,,Seri Buku Belajar Sambil Mewarnai,372.6,,Batam,372.6,,,,<Widjaja Kusuma>,<Aktivitas Anak>,<T701637>
529,Belajar Menulis Abjad Huruf Besar,esar,Text,,,,Interaksara,2002,,Belajar Menulis Abjad Huruf Besar,372.6,,Batam,372.6,,,,<Daru Susilowati>,<Aktivitas Anak>,<T701643>
530,Belajar Menulis Abjad Huruf Kecil,ecil,Text,,,,Interaksara,2002,,Belajar Menulis Abjad Huruf Kecil,372.7,,Batam,372.7,,,,<Daru Susilowati>,<Aktivitas Anak>,<T701644>
531,Belajar Menulis dan Membaca 2,ca 2,Text,,,,Karisma Publishing Group,2008,,Aktifitas Anak,153,,Tangerang,153,,,,<Irwin Saputra>,<Aktivitas Anak>,<T701650>
532,Belajar Nama Binatang Bersama Noddy,oddy,Text,,,,Gramedia Pustaka Utama,1965,,Noddy,153.1,,Jakarta,153.1,,,,<Enid Blyton>,<Cerita Anak>,<T701985>
533,Belajar Pengurangan,ngan,Text,,,,Interaksara,2000,,Buku Pemula Untuk Anak-anak (Dwibahasa),371.3,,Batam,371.3,,,,<Stella Saputra>,<Aktivitas Anak>,<T700113>
534,Belajar Penjumlahan,ahan,Text,,,,Interaksara,2000,,Buku Pemula Untuk Anak-anak (Dwibahasa),371.3,,Batam,371.3,,,,<Stella Saputra>,<Aktivitas Anak>,<T700114>
535,Belajar Sambil Bermain,main,Text,,,,Bhuana Ilmu Populer,2004,,Buku Aktivitas,153.3,,Jakarta,153.3,,,,<CB Sayogo>,<Aktivitas - Umum>,<T703064>
536,Belajar Tentang Keselamatan di Jalan Raya,Raya,Text,,,,Quality Press,2002,,Seri Susie & Sam,372.6,,Jakarta,372.6,,,,<Tim Penulis>,<Cerita Anak>,<T701634>
537,Belajar Warna,arna,Text,,,,Tiga Serangkai,2008,,Barney,823,,Solo,823,,,,<Mary Ann Dudko >,<Cerita Anak>,<T703224>
538,Belalang Sahabat Ilalang,lang,Text,,,,Bestari Kids,2010,,Seri Hewan Hama,813,,Jakarta,813,,,,<Bambang Joko Susilo >,<Cerita Anak>,<T704147>
539,Bello Mendapat Sahabat,abat,Text,,,,Gramedia,1990,,Seri Boneka Binatang,823,,Jakarta,823,,,,<Tony Wolf>,<Cerita Anak>,<T702034>
540,Benang-benang DNA, DNA,Text,,,,Tiga Serangkai,2009,,Keajaiban Sel,611,,Solo,611,,,,<Fran Balkwill><Mic Rolph >,<Pengetahuan Anak>,<T703643>
541,Bencana Alam,Alam,Text,,,,Erlangga,2007,,Seri Pengetahuan,904,,Jakarta,904,,,,<Andew Langley>,<Pengetahuan Anak>,<T700626>
542,Bencana Alam,Alam,Text,,,,Yudhistira,2007,,Serial Ilmu Pengetahuan Populer,504,,Bogor,504,,,,<Sema Gul >,<Pengetahuan Anak>,<T703471>
543,Bencana Alam - Banjir,njir,Text,,,,Gramedia Pustaka Utama,2007,,Save Our Soul,627,,Jakarta,627,,,,<Studio Komikita DKV>,<Pengetahuan Anak>,<T700409>
544,Bencana Alam - Kekeringan,ngan,Text,,,,Gramedia Pustaka Utama,2007,,Save Our Soul,631.6,,Jakarta,631.6,,,,<Studio Komikita DKV>,<Pengetahuan Anak>,<T700410>
545,Bencana Alam - Tsunami,nami,Text,,,,Gramedia Pustaka Utama,2007,,Save Our Soul,627,,Jakarta,627,,,,<Studio Komikita DKV>,<Pengetahuan Anak>,<T700411>
546,Bencana Badai,adai,Text,,,,Elex Media Komputindo,2009,,Seri Bencana,904,,Jakarta,904,,,,<Nur Ayati >,<Pengetahuan Anak>,<T703694>
547,Bencana di Udara,dara,Text,,,,Elex Media Komputindo,2009,,Seri Bencana,904,,Jakarta,904,,,,<Nur Ayati >,<Pengetahuan Anak>,<T703693>
548,Bencana Lingkungan,ngan,Text,,,,"PT. Gramedia Pustaka Utama, Jakarta",2009,,Seri Bencana,813,,Jakarta,813,,,,<Nur Ayati>,<Pengetahuan Anak>,<T704830>
549,Bencana Yang ebat,ebat,Text,,,,Quality Press,2001,,Apa Yang Terjadi Kemudian,904,,Jakarta,904,,,,<Valerie Natt>,<Pengetahuan Anak>,<T700244>
550,Benda Bergerak,erak,Text,,,,Periplus,1993,,Belajar Mengenal,153,,Jakarta,153,,,,<Tim Penulis                    >,<Pengetahuan Anak>,<T702091>
551,Benda di Sekitarku,arku,Text,,,,Tiga Serangkai,2005,,Ya Cerdas Ya Kreatif,153.1,,Solo,153.1,,,,<Al-Aulad >,<Aktivitas Anak>,<T703770>
552,Bendera Amerika,rika,Text,,,,Bhuana Ilmu Populer,2003,,Buku Aktivitas,929.9,,Jakarta,929.9,,,,<Aldo>,<Aktivitas - Umum>,<T703065>
553,Benjamin Franklin & Listrik Statis,atis,Text,,,,Quality Press,,,Seri Penemuan Ilmiah,925,,,925,,,,<Steven Parker>,<Pengetahuan Anak>,<T700174>
554,Benjamin Franklin Penemu Penangkal Petir,etir,Text,,,,Elex Media Komputindo,2007,,Seri Tokoh Dunia,926,,Jakarta,926,,,,<Pang Kim Xiong>,<Pengetahuan Anak>,<T700389>
555,Bentuk,ntuk,Text,,,,Quality Press,,,Seri Tarantula,823,,,823,,,,<Judy Hamilton>,<Cerita Anak>,<T700325>
556,Bentuk,ntuk,Text,,,,Tiga Serangkai,2008,,Buku Aktivitas u/ Anak Usia Prasekolah,153.6,,Solo,153.6,,,,<->,<Aktivitas Anak>,<T701490><T701272>
558,Berani,rani,Text,,,,Karisma Publishing Group,2008,,Seri Pembinaan Karakter,153.9,,Tangerang,153.9,,,,<Sulaiman Zakaria/Azizan Ahmad>,<Cerita Anak>,<T701705>
559,Berani Menerapkan Disiplin (The New Dare to Discipline),ine),Text,,,,Interaksara,2004,,Panduan Orang Tua,173,,Jakarta,173,,,,<James Dodson>,<Umum>,<T703037>
560,Berapa Banyak Veggie ?,ie ?,Text,,,,Adolos Publishing,2000,,VeggieTales,372.5,,Jakarta,372.5,,,,<Phil Vischer>,<Cerita Anak>,<T701981>
561,Berbagi,bagi,Text,,,,Karisma Publishing Group,2008,,Seri Pembinaan Karakter,153.6,,Tangerang,153.6,,,,<Sulaiman Zakaria/Azizan Ahmad>,<Cerita Anak>,<T701695>
562,Berbakti kepada Orang Tua, Tua,Text,,,,Tiga Serangkai,2008,,Aku Anak Muslim,813,,Solo,813,,,,<Ali Muakhir>,<Cerita Anak>,<T702697>
563,Berbelanja Bahan Makanan,anan,Text,,,,Tiga Serangkai,2009,,Barney,823,,Solo,823,,,,<Donna Cooner>,<Cerita Anak>,<T702507>
564,Bercerita Kepada Anak Usia Dini,Dini,Text,,,,Save the Children,,,Buklet Pengasuhan Anak,372.6,,,372.6,,,,<Tim Penulis>,<Umum>,<T702958>
565,Bereaksi Kembali,bali,Text,,,,Gramedia Pustaka Utama,,,Lima Sekawan,823,,,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700021>
566,Bergembira & Berkreasi dengan Origami,gami,Text,,,,Grasindo,2005,,Origami,372.5,,Jakarta,372.5,,,,<Revi Devi Paat>,<Aktivitas - Umum>,<T701387>
567,Bergembira Menjadi Ilmuwan Cilik,ilik,Text,,,,Gramedia Widiasarana Indonesia,2002,,Pengetahuan Anak,153,,Jakarta,153,,,,<Fajar Suprapto>,<Pengetahuan Anak>,<T702049>
